text,predicted_label
aku punya trauma dan ke trigger berkalikali aku korban kdrt aku punya ibu dramatic yg selalu iri dengan anaknya aku kena masalah mental dari kecil aku ngga mencintai diriku sendiri aku takut aku melukai banyak orang ketika menikah dan sebenarnya aku kesepian,trauma masa lalu
satu orang itu yang sangat menyakiti dia sekarang lagi bahagia baru menikah tp sumpah trauma yang dia beri udah setahun bikin aku ga mau jalin hubungan baru trauma bgt ya allah orang serapih itu didepanku aku dijadikan selingkuhannya ya allah,trauma masa lalu
udah bln menikah tp aku blm siap juga punya bayi terlalu bnyk trauma yg dipendam takut dan ekonomi yg blm stabil ntah sampai kpn bisa siap,alasan ekonomi
trauma sama kehidupan di keluarga soalnyaa keluarga aku scary banget hahaha jadi takut mau menikah takutnya salah pasangan tapi jujur aku mau bangett menikah dan membangun rumah tangga yang harmonis,tekanan sosial
gw cewe tulus bgt tiap pacaran tapi selalu di selingkuhin trauma parah pada akhirnya gw mungkin akan menikah tapi jadi istri ke dari orang kaya raya yang sange gila tiap liat gw udh gtu aja,trauma masa lalu
jujur aku gak ada kepikiran mau nikah karena trauma liat rumah tangga ortu sendiri tapi seiring berjalannya waktu tbtb allah kasih aku jodoh yang baik yang merubah semuanya aku sebenarnya gak nyangka bisa dititik ini bisa menikah dan punya anak,tekanan sosial
nggak mau selain kondisi ekonomi aku lebih milih buat enggak mau menikah karena trauma dan karena aku penyakitan khawatir kalau nanti malah jadi beban apalagi kehidupan setelah menikah dijalani berdua dan harus siap mental dengan ujian tak terduga,alasan ekonomi
model keluarga normatif seringkali menjadi tempat yang penuh kekerasan dan trauma bagi para narator tetapi terlepas dari kegagalan institusi keluarga ada narator yang masih berharap bahwa anaknya akan menikah atau beberapa di antaranya tetap menjadikannya sebagai model,trauma masa lalu
masih gak masuk di nalarku kenapa korban pemerkosaan disuruh menikah sama pelaku pemerkosanya ini pelaku sama korban lho udah kena mental trauma disuruh seumur hidup pula,trauma masa lalu
stop normalisasi pertanggungjawaban dari pihak pelaku untuk korban tuh dengan cara menikah pls dikata korbannya ga trauma apa ya sama orang yg abis ngelecehin dia kocak deh negara ini,tekanan sosial
karma ttg rentetan beberapa kisah berbeda yg saling terhubung diakibatkan karmatrauma code ttg dokter hebat yg memperjuangkan sistem trauma center di rumah sakit wlgyt kisah perjuangan pasutri dari kecil pacaran menikah punya anak hingga menikahkan anaknya,trauma masa lalu
dulu sih sempet mikir ngga mau nikah dan ngga mau punya anak karena takut nurunin trauma gw ke anak dan pasangan but who knows sekarang dibuat sayang ugalugalan sama pria ini dan saya sangat ingin menikah dengannya,tekanan sosial
kebiasan kalo lg sakit gini suka tb gloomy kepikiran aja knp harus ada kematian di hidup ini trauma karena kematian papa jd bikin aku selalu cemas dan ovt nanti kalo aku menikah dan hidup sama pasanganku salah satu dr kami akan ditinggal sendirian dan aku gak bisa bayangin,trauma masa lalu
kalau aku sidah menemukan patner aku mau menikah punya anak ga tau alu takut mewariskan trauma,trauma masa lalu
thing is mostly ga paham foreplay itu perlu padahal rasul sendiri menyuruh unt bercumbu dulu jangan sperti binatang thing is mostly jg ga peduli amat istrinya menikmati apa ga jadi yang sudah menikah do take notes pastikan istri ga trauma dg seks buat dia nyaman during sex,tekanan sosial
pasangan menikah bye naremikatrauma bgt gue baca au ini diksh jabatan lgsg gaet cewe trs lama bgt kebongkar nya disembunyikan sama temennya juga trs temen yang udh ikut sembunyikan gaada karma tp syukur adek nikah sm yg lain isinya konflik semua,tekanan sosial
trauma ketika menikah dan takut untuk tidak di hargai,trauma masa lalu
tapi serius mah di kehidupan dimanapun nanti jangan jd mama ku jangan juga menikah dengan papa jangan jadikan aku lagi dan lagi cuma buat muasin trauma yang mama dapet bahagia dulu ya mah sama diri sendiri jangan lagi jangan ada lagi anak perempuan yang harus kamu teken,trauma masa lalu
semua perempuan jadilah perempuan yang kuat berani hidup sulit karena pertanggungjawaban bila kamu pernikahan tdk bahagia silahkan berpisah jgn menikah kalau masih mau study jgn takut melajang kalau fokus kejar karir hindari trauma yg nantinya akan diwarisi anak kita,tidak percaya pasangan
pls iya muak bgt ky yaudah sih setiap manusia punya jalan hidupnya sendiri punya trauma nya sendiri punya impian nya sendiri sebelum menikah,trauma masa lalu
trueee im still in my early s tapi kerja sama wanita hebat yg blm menikah in their s but their lifes look perfectly fine i dont mind being late drpd harus hidup dgn trauma dan sakit hati karna salah pasangan atau karna terburu i put all my trust in gods timing,trauma masa lalu
lah kaka kedua gue aja merahasiakan uang tabungan dia ke suaminya sudah menikah th soalnya kalo tau bakal di pake dan dibalikinnya lama trauma dia uang tabungan kaka gue buat anaknya suaminya boros,trauma masa lalu
lihat poto org menikah aku menangis entah ak trauma atau pgn tp dititik mikir bakal smpe sana ga dan bahagia ga,trauma masa lalu
hajun prompt cw mpreg sa hjw jjh sudah menikah selama hampir tahun tapi mrk tak kunjung mendapat kabar baik kandungan jjh lemah karna faktor trauma pernah mendapat sa di masa lalu suatu ketika jjh hamil dan penantian mereka berakhir sepasang anak lakilaki hadir,trauma masa lalu
jangan main encer ambil ke simpulan bakal mandul periksa aja dulu ke dokter apakah spermanya masih layak serta sehat tidak cacat jangaan self diagnos and itu cowomu ada luka ada trauma tersendiri karna terlecehkan alangkah baiknya kan kalian jg mau menikah periksa kesehatan aj,trauma masa lalu
paling gong nya bilang gini gausa trauma karena org tuamu cerai waaahhh makin emosi saya bacanya kakkkkkkkk bejir lah ya memang my family broken tapi ga menutup takdir ku untuk tidak menikah pasti akan ada masanya menikah anjirrr emang yaaa gila tuh org,tidak percaya pasangan
knp sih slalu menanyakan kapan menikah ke org yg single kalo gue punya pasangan juga gue publish gue ga trauma pernikahan gue masih pengen nikah gue pernah gagal masa iya gue hrs nikah buru demi nurutin omongan org kalo gue gagal lagi yg disalahin ya perempuan,trauma masa lalu
saking trauma dan merasa tidak aman bulan kemudian heny family mutusin ke australia dan menetap di sana sampe sekarang btw tahun kemudian heny pun menikah ya sama bule bukan gua hiks,trauma masa lalu
intergenerational trauma is real ketika sebagian banyak orang memutuskan menikah untuk meneruskan keturunan tapi sebagian banyak orang lainnya enggan melakukan itu bukan karena mereka gabisa punya anak,tekanan sosial
makanya saya ga heran melihat gen transisi kyk milenial atau gen z awal lebih memilih tidak mau menikah krn belum selesai dengan dirinya atau bahkan menikah tp childfree krn takut dia menurunkan trauma yg sama ke calon anaknya tp di lain sisi ya mau bagaimana lagi,tidak ingin menikah
aku gak mau menikah karena trauma tl isinya perselingkuhan,trauma masa lalu
setelah ngelihat dunia ini yang isinya penuh selingkuh kdrt pokoknya yg bikin trauma trust issue gw semakin memilih untuk tidak menikah,trauma masa lalu
kayanya kalo beliau menikah aku baru trauma,trauma masa lalu
nah case kyk gini yg menurut gue makanya harus diobrolin sama calon suamiistri supaya gak awkward aplg kebingungan sendiri search explore ttg hb setelah menikah tips trick nya biar gak jd takut aplg sakit yg bikin trauma gak tabu kok plis bgttt,trauma masa lalu
wajar dia mungkin punya value yg pantas dihargain segitu emg uang yg dia punya aja udah segitu jadi yaa mintanya banyak lagian kalau ga ada yg mau bakal tetep single sebagai seorang ibu menikah mungkin buat dia trauma,trauma masa lalu
melihat ibu gue yg menikah dgn lelaki yg salah yaps bokap gue smakin sadar klo menjadi ibu adalah sebuah pekerjaan yg lo gaakan prnh bsa risegn bnr bnr iba dan trauma lihat nyokap sndiri kdg pgn rasany cuma tinggal berdua sama ibu dan bahagia in ibu ajaa,trauma masa lalu
hahahaha ikr akhirnya jadi sempat takut atau trauma mulai hubungan yang serius banget paling cuma sekedar butuh afeksi tapi sekarang udah ngga lagi siap menikah sama jang wonyoung,trauma masa lalu
komnas perlindungan hp tuh ibox yaa o eh ada tau takoyaki di manhwa manhwa wkwkwkw yaa kalo gak bisa request santai aja boss penjual tidak ramah sama sekali gini dagangannya gak laku loh daaaamn udah berani kdrt gini padahal belum menikah muncul trauma baru deh gw,trauma masa lalu
dr boyke mengungkapkan sebuah kasus nyata yang cukup mengejutkan di mana seorang anak mengalami trauma mendalam hingga tidak ingin menikah setelah mendengar jeritan orang tuanya saat hubungan intim selama bertahuntahun via,tidak ingin menikah
sorry to know that beibya allah beib aku belum menikah aja diselingkuhin trauma i feel u apalagi udah menikah bebannya lebih berat udah ada ikatan sucipeluk jauh,trauma masa lalu
untung banget loh al ini masih waras karirnya ngga nekoneko masih peduli keluarga dua duanya bahkan masih sanggup menikah karena anak pertama yang mengalami getirpahitnya orangtua apalagi pisah tuh resikonya gede njir banyaknya malah trauma dan ignored sm keluarga,trauma masa lalu
antara puas dan potensial trauma sih kak di konteks ini al untung banget masih waras dia memilih untuk menikah dan selama dia berkarir dia ngga nekoneko,trauma masa lalu
beberapa hari lalu bicara sama ibu sama kakak aku gak nyangka ternyata kakak ku paham maksudku selama ini kaya gini tuh karena apa jadi ibuku tuh selalu desak aku buat segera menikah baru kemarin kakak ku jawab gini yang bikin anak punya trauma tuh sebenarnya ortu sendiri,trauma masa lalu
isu lockdown makin melebar aja entah bener apa ngga yang jelas trauma banget karena lockdown bertepatan dengan hari penting di hidupku menikah hamil melahirkan menyusui ya allah ga mau ngalamin masa lockdown lagi kesiksa banget ga bisa kemana stress,trauma masa lalu
laki mmg sulit berubah sifatnya kecuali ada trauma bahkan abis nikah sifat jelek laki makin tambah parah lek pacarku sendiri yg bilang capek yowes saatnya berpisah krn artinya doi gak bisa menerima kurangku menikah itu ttg saling nrimo kurangnya masing pihak,trauma masa lalu
untung dia ga jadi trauma menikah yaa,tidak percaya pasangan
kalo sya di posisi itu gak ada kata damai ambil hak asuh anak gak bolehin ketemu dgn ibunya why yg dibohongin trauma bukan cuma suami tp anaknya jg dan menurut medis trauma si anak ketika nanti sudah menikah akan diwarisin lagi ke anaknya,trauma masa lalu
hahahahaha semoga disegerakan kelowongan pusat trauma agar mereka bisa menikah,trauma masa lalu
tapi ya harus menikah ya jangan sampek trauma terus ga menikah,tekanan sosial
akhir yang bahagia semoga kasus kematian ibunya dapat diselesaikan sairung mendapati jati dirinya sendiri trauma mrsun dapat diatasi juga de dan gudji jadian dan sunsairung menikah we love a lot of sun ep ilovealotofyouep,tekanan sosial
w dulu sangat ingin menikah bener ngebet tp skrg w liat org nikah atau ada di fyp maupun eksplore org nikah w skip mual takut bgt kalo jd trauma bjir,trauma masa lalu
orang yang menyebabkan gue trauma buat menikah malah selalu bilang nanti kalau kamu udah nikah wkwkwk lucu,trauma masa lalu
trauma ga diterima keluarga pasangan ini real banyak yang mandang kondisi keluarga kaya broken home itu bagi beberapa orang ngaruh ke personality kita dan kehidupan anaknya ntar setelah menikah bahkan takut jadi aib aku udah ngalamin dimaki tante mantanku dikatain murah,tekanan sosial
mbak maaf maaf banget sebelumnya sebelum menikah apa mbak pernah ditungkak cangkem nya mungkin ada sedikit trauma mungkin ya mbak maaf loh saya kan sudah minta maaf,trauma masa lalu
semakin kita trauma sama parenting yg ortu kita lakuin semakin kebayang bayang gamau jadi kayak mereka nyatanya aku malah jadi salah satu dari mereka jadi solusinya obati dulu trauma mu baru mulai lembaran baru entah menikah atau memiliki anak,trauma masa lalu
been there bahkan mereka yg udah dibantu dari keadaan hina sampai dikasi kerjaan dibantu nikah dikasi modal berencana mau bunuh mama gue ini yg bikin gue trauma dan akhirnya memilih menikah muda alhamdulillah mama sehat sampai skrg umur tahun karma is real just wait,tekanan sosial
boleh bang itu pilihan lu kok dan menikah itu sunnah yang dianjurkan kalo lo ngerasa dg menikah bakal banyak kewajibanhak pasangan yang gak bisa lo tunaikan lebih baik jangan menikah dulu tapi gw doain semoga lo sembuh dari trauma lo semangat bro,tekanan sosial
ending cerita risma di rumah susun oleh hirotada radifan risma pindah ke jakarta bersama tante leli lulus sma bekerja dan menikah ia menerima kehilangan ibu dan vera berharap vera selamat tapi tetap trauma melihat flat kosong yang kini dianggap angker memicu kilas,trauma masa lalu
bagus kalau kamu sadar banyak trauma yang masih harus di healing sebelum ngajak anak orang hidup berumah tangga menikah atau tidak itu hak masing orang jika menikah pastikan jiwa mu dalam keadaan sehat walafiat dan mampu membimbing keluarga sisanya berdoa,tekanan sosial
menikah itu kan menyatukan dua keluarga jg sebenernya halhal itu wajar ada mungkin dr sifat calon mertua atau dr saudara yg krg berkenan tp klo dia bs memposisikan diri harusnya gpp imo ini ada sedikit masalah dari diri dia dalam bersosialisasi entah trauma atau yg lain,tekanan sosial
hmm kalau emang dari semua udah cukup bahkan lebih tapi emang banyak kemungkinan lain yg masih diperhitungkan kayak trauma keluarga perbedaan ini itu ya kalau gak menikah juga gak papa toh kalau emang niatnya gak buat melanjutkan keturunan juga kan gk nikah ya gak papa,trauma masa lalu
tidak syaratnya g cuma asal sukatapi kudu wajib fardu mampupendidikanmentalfinancialkalo mental kau dirasa g mampu unt menikah n punya anakitu gppbuat pa menikah unt menyakiti pasangandisakitijika menikah membuatmu traumamending no menikah butuh banyak aspek,tidak percaya pasangan
yang kuat ya kak aku selalu benci sama orang yang menikah lalu punya anak cuma buat ditatar kesengsaraan yang sama dengan mereka alias punya anak buat ajang lampiasin dendam trauma diri dan ujungnya masih menuntut anak buat merawat mereka di masa tua itu gak akan pernah pantas,trauma masa lalu
tetep butuh kak tapi mungkin bkn sebagai pasangan banyak perempuan bisa survive hidup tanpa laki single mom fatherless perempuan yg tidak menikah cuz kdg laki malah jadi trauma terparah perempuan well pasti ada juga laki yg bisa hidup tanpa perempuan but kn how many,tekanan sosial
adikadikku yg manis ga sedikit muslimah yg trauma berkepanjangan karena pacaran atau menikah dengan lelaki jalang islam memuliakan wanita tapi muslimah tetap punya tanggung jawab menjaga kehormatan dirinya sendiri yuk belajar punya akuntabilitas diri,tekanan sosial
kenapa yang trauma buat menikah itu kebanyakan perempuan,trauma masa lalu
terlepas dari food allergies or food trauma hampir semua pangan yg dihasilkan oleh alam itu edible whether animal or plantbased dan peradaban manusia juga dari dulu bisa survive dng mengkonsumsi apa yang diberikan oleh alam betul stay single menikah sesuai selera aja wkwk,tidak percaya pasangan
setelah merasa sembuh tibatiba ada cowo dateng dengan seribu kebaikan dan usaha dia untuk meluluhkan aku bln dia coba ambil hati aku akhirnya luluh dia ngobatin trauma aku dia kasih semua hal baik untuk aku dan kita hampir menikah tapi ternyata lelaki seteduh diapun sama,trauma masa lalu
simpel sebenernya kita menikah sekali seumur hidup kalo menurutku pilih yg bisa ngertiin km dan mau terima keluargamu tanya soal tanggung jawab juga utk kedepannya gmn saranku jgn mau sm cowo yg sukanya ngeluh dan gamau berusaha duh trauma,trauma masa lalu
gitu yah cerita kakak kadang mirip faya bgt ngga semua sih tapi entah sometimes cara bersikap atau vibes atau apa aku pun ngga bisa as a whole nyamain cm aku liat bbrp kesamaan gitu and instead of having a child aku lbh amaze kakak berani untuk menikah trauma coded,trauma masa lalu
emir mahira menjadi alari kusuma bin fulan seorang pria yang sudah menikah dengan dikaruniakan anak perempuan cantikpunya trauma dikehidupan nya,trauma masa lalu
makin kelakuan lu begini makin banyak cewek gak naksir loh literali tidak mau menikah pacaran atau berhubungan sama laki laki bukan karena naksir sesama jenis atau trauma tapi ya gak mau aja gak penting soalnya,tidak ingin menikah
cerita ini bukan tentang cinta yang indah tapi tentang cinta yang masih ada walau sudah seharusnya pergi lyra rayyan dua nama yang menyimpan luka dalam diam lyra trauma dua kali gagal menikah karena salah ambil langkah walau sepenuhnya bukan mau dia,trauma masa lalu
orang lain yang menikah kitakita yang trauma,tekanan sosial
bohong kalo aku gak trauma tapi aku masih ada keinginan buat suatu hari bisa punya keluarga sendiri yang cemara menikah punya anak,tekanan sosial
teman seumuranku yg menikah ga jauh dari teman sekolah atau teman kuliah masalahnya sy terjebak di umur sekolah dan banyak trauma dah lah nyerah aja,trauma masa lalu
ditelusuri lagi fb ko banyak fb nya ternyata org penipuan gtu gw sampe sakit hati trauma dan bodoh nya mau menikah sama org itu ntah apa isi pikiran ibu gww,trauma masa lalu
seneng banget ketika ada orang yang doain kita semoga dapat jodoh yang baik ya tapi abistu juga langsung sedih karena banyak trauma yang bikin ragu buat menikah,trauma masa lalu
bukan trauma menikah tp dari pengalaman keluargaku sendiri kakakku sudah memberikan pernikahan yg kurang sehat membuat aku berfikir beberapakali utk yakin ke tahap pernikahan,trauma masa lalu
so far temen aku yg agnostik dan religi memilih tidak menikah krn patriaki dan trauma lihat ibunya di siksa oleh bapaknya,trauma masa lalu
maka sblm menikah bikin aturan klo berantem jangan d depan anak bisa bikin trauma,trauma masa lalu
tambahan orang kayak kalian juga biasanya suka nyalahin victim blaming ibunya yang gak bisa milih suami atau nyalahin anak korban fatherless karena trauma punya men father issue padahal sumber masalahnya kebanyakan karena gak bertanggungjawab menikah mau enaknya aja,trauma masa lalu
allah dengerin mbak ngomel ke dua anaknya semakin membuatku tidak mau punya anak terlebih menikah ngga siap takut ngga bisa bimbing mereka takut ngga bisa memutus trauma generasi ini,tidak ingin menikah
kurang kak yg punya opini gini jg janda dgn anak yg kerjangurus anak tanpa menikah lg bener mandiri krn trauma sama lakilaki mokondo gak tgg jawab,tidak percaya pasangan
capek hati aku memendam ini semua rasanya gak rela dan sakit hati banget sebagai adik kandung melihat dan memperhatikan kakak kandung sendiri menikah dari dgn org yg punya trauma dan luka akibat perceraian orang tua didikan ibunya yg salah kemudian setelah menikah,trauma masa lalu
klo udah terlanjur nikah harusnya ywdh kasian itu anaknya jadi trauma lagian lpa buat laporan goals nya anak tersebut cerai gitu sekarang tugas bersama kasih lah pendidikan kepada masyarakat untuk tidak menikah under age,trauma masa lalu
gak tau ini karna trauma apa gimana aku pengen menikah tapi aku takut aku akan membuat pasanganku susah memberatkan dia dan tidak berguna untumnya aku juga pengen punya anak tapi aku takut anakku tidak bahagia karna aku ibu nya,tekanan sosial
menikah karena perjodohan ga selalu baik tapi ga juga selalu buruk katanya ga boleh khawatir soal jodoh soalnya jodoh udh ditetapkan sama allah tp sedihnya kenapa harus wanita sebaik mama yg merasakan trauma itu kenapa traumanya harus berpindah ke aku,trauma masa lalu
anak cowok yg sayang ibunya akan melihat ini juga sebagai trauma sehingga memutus rantai patriarki saat menikah,trauma masa lalu
cowo atau cewe yang cakeeeppp tapi punya trauma akan komitmen semoga segera diberi kelegaan hati oleh allah agar mau menikah dan punya anak agar bisa mewariskan gennya yang ga cakep terserah mau ngapain no komen,tekanan sosial
loh hahaha dikit dikit trauma padahal lagi di ajak buka pola pikir aneh padahal kesiapan sebelum nikah tu penting mentalnya ekonominya menikah itu bukan karena takut ngga laku menikah itu bukan untuk nyatuin manusia aja tapi nyatuin pola pikirnya nyatuin keluarganya jg,alasan ekonomi
orang itu antara belum pernah menikah karena trauma gagal rumah tangga dan yang terakhir perawan tua,trauma masa lalu
byk artis yg umurnya diatasmu blm menikah kok lagian cinta bikin pean trauma jd sebaiknya jgn mikir menikah dulu krn menikah salah satu dasarnya adlh cinta,trauma masa lalu
betul sekali mba memang lelaki itu setara hewan untungnya saya ibu saya tidak menikah dia memilih membelah diri untuk melahirkan saya trauma yang membekas membuat setiap melihat lelaki saya ludahin,trauma masa lalu
lelaki yg bikin wanita yg luar biasa trauma sama relationship dan sempat ingin tidak menikah saja ataupun menikah nanti nanti aja jadi mau dinikahi bahkan dlm waktu dekat kurang dari setahun dan alhamdulillah rumah tangga ini sangat bahagia,trauma masa lalu
bagaimana caramu bersikap saat tau pasangan mu tidak mau menikah karna ada trauma apa tetep mau membujuk dengan berbagai cara atau meninggalkan dia,trauma masa lalu
pengen bantu tapi kalo masih gadis belum pernah menikah aku trauma,trauma masa lalu
okay but rather than mengerucutkan poin yang mengarah ke solusi dan latar belakang kenapa sih perempuan sampai trauma menikah melahirkan dsb anda malah memilih blaming yaa meskipun dengan sangat halus pada keputusan yang berdasar ketakutan yang valid,trauma masa lalu
padahal ga mau menikahpunya anak itu pilihan jaman skr byk pertimbangannya bkn hak kita buat ngejudge kurang taatga bersyukurtrauma dll kita ga pernah tau isi hati org drpd judge mending urus urusan masing bersikap baik ke orglain jgn berbuat jahat jgn saling ngerugiin,tidak ingin menikah
yg lebih nyesek lagihubungan mereka ternyata langgengbahkan sampai menikah apalagi mereka honeymoon ke jepang negara yang pernah ku mimpikan untuk dikunjungi bareng dia disetujui sama dia malah dia dengan istrinyadan akumasih di sinimasih trauma buat mulai hubungan baru,trauma masa lalu
sama mbak aku masih ada trauma sm mama sendiri yg dari kecil membuat aku berfikiran aku jadi ibu dan menikah mungkin tidak bagus mamaku nyalahin anakanaknya sbg alasan dia gabisa kayak waktu muda lagi seneng kerja main bebas kemana aja im scared to be a bad mother too,trauma masa lalu
gak pernah mikir kaya gini sebelum nikah tapi setelah menikah ternyata benda asing apapun yang masuk ke tubuh jadi ancaman buat aku bukan aku yang nggak mau tapi tubuhku perubahan hormon itu nyata bgt kejadian di aku dan sampai sekarang masih trauma,trauma masa lalu
tp aq kan pernah menikah dan kandas ya bun skrg mau menikah lg tuh rasanya trauma makin banyak makin takut kandas lagi,tidak percaya pasangan
at the end of the day w akan menikah dan ujungnya kalau masih suka konser kayanya w akan cukup di temani sama paksu aja cape bgt mencoba menjali pertemanan baru sama nctzen tp yg w temin irl selalu zonk terus berakhir trauma,trauma masa lalu
trauma krn batal menikah,tekanan sosial
aku trauma dgn pasangan gimnick sama spt kojiyuudirestui akb tapi gimnick abis graduationsemua karam apalagi sehabis yuko menikah jumpa pun gak pernah,tidak percaya pasangan
gua gak tau perasaan takut ini bakal ada sampe kapan gua takut untuk menikah gua takut ninggalin mama dan adik bungsu gua gua takut dengan masa depan keluarga gua sendiri trauma broken home di saat umur gua udah dewasa bener buat gua se takut itu,trauma masa lalu
jangan buruburu nikah cuma karena umur tekanan keluarga semua teman udah menikahnikah bukan perlombaan salah pilih pasangan bisa bikin kamu menyesal bertahuntahun dan trauma seumur hidup tunggu yang tepat jangan sampai kehilangan diri sendiri,trauma masa lalu
mereka adl yg sudah menikah atau punya pasangan bilang kalau suatu saat nanti aku pasti akan ketemu orang yg tepat di waktu yg tepat juga sedikit banyak mempengaruhiku untuk merasa pantas di tengah usaha melupakan trauma yg bikin aku merasa tidak layak itu,tekanan sosial
as we know sieun punya orangtua tapi ga ada peran mereka di sana dia sgt sgt mungkin buat takut menikah apalagi punya anak but he met the right person suho dan dicintai penuhpenuh smp dmn sieun belajar buat ga mau dan ga membenarkan untuk ngasih trauma yang sama ke anaknya,trauma masa lalu
nambah lg alasan kenapa sebaiknya tidak ush menikah jujur baca ini sj sudah trauma dan merinding apa lg klo ku cek semua ke fb nya,trauma masa lalu
belum nikah dan belum pernah menikah tapi sudah trauma siapalagi kalau bukan aku,trauma masa lalu
gue bukan malas tapi trauma wkwk pernah masakin org rumah gaada yang makan utuh dikatain bapak sm ibu gaenak aneh untungnya habis menikah suamiku selalu exited sama masakanku,trauma masa lalu
kalau ga wibu pejuang taaruf fokus kerja karena sandwich trauma sama cewek overthinking tanggungjawab setelah menikah atau sosiali awkward sama cewek,trauma masa lalu
kalo kalian heran knp ada cewecowo di umur yg menjelang atau lebih dari tahun belom menikah gausah mikir dia nih bermasalah makanya gada yg mau sm dia siapa tau emg trauma berusaha berdamai dgn trauma itu,tekanan sosial
mengapa sebagian orang yang bercerai tidak menikah lagi a tidak ingin mengulangi trauma dari pernikahan sebelumnya b ingin fokus membesarkan anakanak c menemukan kedamaian dalam kesendirian d kehilangan kepercayaan terhadap lembaga pernikahan,tidak percaya pasangan
pilihan melajang bukan karena trauma atau ekonomi tapi karena kesadaran diri tren menikah in this economy makin relevan di kalangan gen z headline,tekanan sosial
dibuat tercengang banget sama lelaki yg ada di buku itu dan mengerti kenapa orang orang habis baca buku ini jadi takut sama menikah karna beneran dibikin trauma setengah mati jadi lacur suami sendiri jadi lacur untuk orang lain,trauma masa lalu
memilih tidak menikah bukan karena ekonomi atau trauma bisa kita maklumi,tidak ingin menikah
baru td pagi gw ngerasain hopeless tentang pasangan dng keadaan gw pnya kriteria sndri dan ga mau gw turunin karena ini pilihan gw trauma ms lalu jd gw mulai ikhlas entah nanti gw menikah atau tidak setidaknya gw lindungi calon anak gw dr hal buruk di dunia,trauma masa lalu
apa alasan utama ratu elizabeth i memilih untuk tidak menikah mengingat tekanan politik dan trauma pribadinya serta bagaimana hal ini memengaruhi keputusan strategisnya dalam mempertahankan kekuasaan di tengah ancaman kudeta,tekanan sosial
ratu elizabeth i tak pernah menikah karena ingin menjaga kekuasaannya tetap utuh menghindari pengaruh asing dan mungkin dipengaruhi trauma masa kecil dari pernikahan tragis orang tuanya henry viii dan anne boleyn,trauma masa lalu
mungkin dia trauma ya sampe ga menikah,trauma masa lalu
kalau kamu punya pasangan dan berencana menikah sebaiknya sempatkan ngebahas soal preferensi seksual secara jujur dan terbuka misal soal fetish pribadi fantasi pengalaman trauma keinginan punya anak atau enggak apakah kamu aseksual dll dsb dst,tekanan sosial
menarik sekali trauma masa kecil dan cinta tak terbalas elizabeth i memang bisa jadi alasan kuat dia memilih tak menikah tapi teori konspirasi bahwa dia pria sepertinya lebih ke spekulasi yang sulit dibuktikan ya apa pendapatmu,trauma masa lalu
kalau mau mengalami banyak luka dan trauma di masa lalu sembuhin dulu terutama sebelum kamu memutuskan menikah,trauma masa lalu
baru td pagi gw ngerasain hopeless tentang pasangan dng keadaan gw pnya kriteria sndri dan ga mau gw turunin karena ini pilihan gw trauma ms lalu jd gw mulai ikhlas entah nanti gw menikah atau tidak setidaknya gw lindungi calon anak gw dr hal buruk di dunia,trauma masa lalu
semua ketakutanmu tentang menikah bakal hilang setelah kamu udah menikah nanti percaya deh karna aku juga dulu takut nikah takut malam pertama aku punya trauma tapi sekarang malah yea begitulah,trauma masa lalu
woy sama tapi mamaku udah tau sih kalo aku dan adik cewekku gak ada niat untuk nikah kalo udah diceramahin gitu aku cuma bilang aku gak mau nyakitin mentalku cuma karna seonggok lakilaki aku pilih banyak uang daripada menikah tapi sulit punya uang trauma juga sih,trauma masa lalu
bukan trauma atau trust issue sebenernya cuman takut menikah aja takut gak bisa nafkahin anak orang takut gak bisa nyukupin kebutuhannya takut gak bisa nyekolahin anak di sekolah terbaik apakah ini salah satu penghinaan terhadap allah,tekanan sosial
waktu diumur yg baru udah diburuburu buat nikah tanpa mereka tau aku menyimpan trauma jujur itu jadi tekanan jg buat aku ibuku jg keliatan khawatir banget takut anak gadisnya ga menikah dan jadi perawan tua kali mngkin krna di desa umur segitu uldah dianggap mau menopause,trauma masa lalu
nasehatnya bener kok menikah tuh nentuin nasib anak kedepannya kamu bahkan gatau sender punya trauma apa dan valid yg di rasain sender soal ngerasa unfair kamu gak ada hak ngatain orang bodoh,tekanan sosial
karena mba nya belum pengen nikah dan ga punya anak kyanya mba nya sendiri ada rasa trauma dengan didikan orang tua nya its oke ketika ortu bawa surga brati ortu itu egois tidak belajar agama secara utuh menikah dan keturnan itu sunnah ketika dipaksakan bnyk mudhorot ny,trauma masa lalu
gw suka marah krna sandwich gen knp ga mikir x pas mau punya anak byk tp gw keinget trauma ibu gw pas th menikah blm punya anak dan disuruh cerai aja smpai akhirnya allah nitipin aku ke rahim dia mental emak gw kena sih soalnya prnh deeptalk mata gabisa bohong,tekanan sosial
mandang ibu dari pov perempuan benarbenar menyakitkan itu buat aku sebagai anak perempuan trauma dan memilih untuk tidak menikah dan mengurus orang tua sampai tuhan yang panggil,trauma masa lalu
kalau nayanda ini trauma ya karena dulu pernah gagal di percintaan nya dan dia harus menikah sama ade dari orang yang buat dia trauma tapi mungkin kamu juga kurang suka dengan itu dan melihat konflik nayanda nikah sama suami kembaran nya turun ranjang,trauma masa lalu
