text,cleaned
"@alfadeltaindia__ kyknya gk sesimpel itu bro, gimana kalau Prabowo mmng mau tom lembong merapat ke beliau and the gang?",sepertinya tidak sesimpel itu saudara laki laki bagaimana kalau prabowo menang mau tom lembong merapat ke beliau and the gang
"Bosan, pola terus berulang",bosan pola terus berulang
maklumi ini negara konaha bukan the repoblik😂😂😂,maklumi ini negara konaha bukan the repoblik
"Plot twist, sebuah keluarga ayah ibu dan dua anak laki-laki mempunyai aturan yang ketat, suatu hari anak pertama melanggar aturan dan harus dihukum berat, semua keluarga tau akan hukuman itu. tapi si ibu tidak tega menghukum berat anak pertama dia meminta kepada sang ayah sebagi kepala keluarga untuk tidak menghukum sang anak pertama, dengan iming-iming dan kesepakatan akhirnya sang ayah menyetujui tidak menghukum sang anak pertama. tapi ayah dan ibu khawatir kepada anak kedua jika anak pertama dibebaskan dari hukuman sang ayah dan ibu akan terlihat tidak adil dan melanggar aturan dan itu akan mencoreng nama baik sang ayah sebagai kepala keluarga. Akhirnya mereka mendapatkan ide untuk mensiasati anak kedua mendapatkan hukuman juga, apapun itu karena ayah tau anak kedua sebagai anak pasti mempunyai kesalahan, dan ketika medapatkan hukuman point si anak pertama dan kedua sama salah meskipun terlihat dipaksakan. lalu sang ayah sebagai kepala keluarga memberi amnesti hukuman kepada keduanya agar semua memerima keputusan sang ayah.",plot twist sebuah keluarga ayah ibu dan dua anak laki laki mempunyai aturan yang ketat suatu hari anak pertama melangar aturan dan harus dihukum berat semua keluarga tahu akan hukuman itu tapi sil ibu tidak tega menghukum berat anak pertama dia meminta kepada sang ayah sebagian kepala keluarga untuk tidak menghukum sang anak pertama dengan iming iming dan kesepakatan akhirnya sang ayah menyetujui tidak menghukum sang anak pertama tapi ayah dan ibu khawatir kepada anak kedua jika anak pertama dibebaskan dari hukuman sang ayah dan ibu akan terlihat tidak adil dan melangar aturan dan itu akan mencoreng nama baik sang ayah sebagai kepala keluarga akhirnya mereka mendapatkan ide untuk menyiasati anak kedua mendapatkan hukuman juga apapun itu karena ayah tahu anak kedua sebagai anak pasti mempunyai kesalahan dan ketika medapatkan hukuman point sil anak pertama dan kedua sama salah meskipun terlihat dipaksakan lalu sang ayah sebagai kepala keluarga memberi amnesti hukuman kepada keduanya agar semua memerima keputusan sang ayah
Sok jadi pahlawan lo @prabowo omon2 😂😂😂,sok jadi pahlawan kamu omon
Pahlawan pengen tanda jasa 😢,pahlawan ingin tanda jasa
Fake hero,palsu hero
"Kalo kasus tom itu dihentikan karna bahaya bila dilanjut bakal ada beberapa nama yg bakal diseret, kalo hasto udah pesanan dari merah. Percaya lah ini hasil lobby-lobby politik bukan real karena nurani",kalau kasus tom itu dihentikan karena bahaya bila dilanjut bakal ada beberapa nama yang bakal diseret kalau hasto sudah pesanan dari merah percaya lah ini hasil loby loby politik bukan real karena nurani
What 🤨,apa
"Akhirnya Pahlawan datang,,, tapi sygnya ceritanya sudah ke baca😂😂😂",akhirnya pahlawan datang tapi sygnya ceritanya sudah ke baca
@keprizillenials emang selama memerintah dia prnah bener😂?,memang selama memerintah dia pernah benar
PERMAINAN DI MULAI 🔥,permainan di mulai
Hasto ngapain dikasih amnesti. Kalau salah yaa dihukum🤦‍♂️,hasto sedang apa kasih amnesti kalau salah iya dihukum
"pahlawan kesiangan, sebelum malu😂",pahlawan kesiangan sebelum malu
Hukum seperti permainan ya kawan,hukum seperti permainan iya kawan
@ricky.asant 😂,asant
"Lahh kok si Hasto ikutan di bebasin ??
Apa jangan2 emang tujuan utamanya buat bebasin Hasto, tapi dengan dram Tom Lembong dulu ??
Hmmmmmm
Bisa aja nihh pemain sinetron",lah kok sil hasto ikutan di bebasin apa jangan memang tujuan utamanya buat bebasin hasto tapi dengan dram tom lembong dulu hem bisa saja ini pemain sinema elektronik
negara apaasi iniii tuhan? 😭,negara apa sih ini tuhan
Alhamdullilah Tom Lembong bebas ❤️,alhamdulillah tom lembong bebas
Transfer pemain kah?,transfer pemain kah
"Anda baik, saya curiga😂",anda baik saya curiga
@ardodheo hiyaaaa...hiyaaaa😂,hiya hiya
"@hepi_mafla bukan, abolisi di kasih untuk menutupi tersangka lain nya. Kalo pak tom ga di kasih abolisi maka masih banyak nama yg bakal ikut pusaran, coba perhatiin ZH akhir2 ini lebih banyak diam ga muncul dipublik",bukan abolisi di kasih untuk menutupi tersangka lah nya kalau pak tom tidak di kasih abolisi maka masih banyak nama yang bakal ikut pusaran coba perhatin zh akhir ini lebih banyak diam tidak muncul dipublik
Tom Lemhong nggak salah... TITIK,tom lemhong tidak salah titik
@dayuprms udah ketebak script nya ye day 🥱,sudah ketebak script nya iya day
Jika anda ngerti politik sandiwara. Anda akn tau ujung cerita nya. PAHLAWAN NEGARAWAN 😂,jika anda mengerti politik sandiwara anda akan tahu ujung cerita nya pahlawan negarawan
"Lagu lama kaset kusut, super hero itupun dtg dihari kesiangan 🤣",lagu lama kaset kusut super hero itupun datang dihari kesiangan
"Hakim kmarin mana hakimmmm,, main ponis2 aja",hakim kemarin mana hakim main ponis saja
"Pokoknya terus kritik wahai netizen pada Hal yg tidak masuk akal dan Hal yg merugikan rakyat entah siapa presiden nya""",pokoknya terus kritik wahai warganet pada hal yang tidak masuk akal dan hal yang merugikan rakyat entah siapa presiden nya
"Kalo diabolisi, menyebabkan kerugian negara itu diakui hukum berarti ya? Lalu, Mendag2 yg lain dg hal serupa ga dipenjara? Apalagi Jokowi? Kenapa polanya selalu sama? Dateng trs jd 'pahlawan'.",kalau diabolisi menyebabkan kerugian negara itu diakui hukum berarti iya lalu menteri perdagangan yang lah dengan hal serupa tidak di penjara apalagi jokowi kenapa polanya selalu sama datang terus jadi pahlawan
"@katarseis bukan pahlawan, abolisi buat mengahiri kasus demi menutupi nama lain, ZH akhir2 ini meredup tidak muncul ke publik ya karena gula ini",bukan pahlawan abolisi buat mengahiri kasus demi menutupi nama lah zh akhir ini meredup tidak muncul ke publik iya karena gula ini
"Menurut ku bukan pola firaun jawa , tapi now president mmng coba melepas dari lingkaran setan mul",menurut ku bukan pola firaun jawa tapi now presiden menang coba melepas dari lingkaran setan mul
What a hero👏👏 very good☺️☺️ #thisissarcasm,apa a hero sangat tuhan
"Hmm , kok gag kaget ya , kayak pernah dengar? Kapan ya?",hem kok tidak kaget iya kayak pernah dengar kapan iya
"Aturan banding dlu kali, ketebak bgt siii elah 😋 kan klo banding barang kali yg terlibat atasnya bisa ketangkep 🤣🤣",aturan banding dulu kali ketebak banget sil alah kan kalau banding barang kali yang terlibat atasnya bisa ketangkep
@slametroy420 Satyam Eva Jayate 🔥🔥,satyam eva jayate
"Memang TDK seharusnya dipenjara,,,",memang tidak seharusnya di penjara
😂,
"@jhonsitorus8 mas, dikira presiden urusannya cuma ngurusin kasus orang.. 😂",mas dikira presiden urusanya cuma mengurus kasus orang
"Satria baja hitam datang, uwaahhhhh",satria baja hitam datang uwah
Untuk mengalihkan arya daru kah? Hapus jejak catatan kriminal pak Tom juga kan ini? Skenario babak baru siap siap terkejoet,untuk mengalihkan arya daru kah hapus jejak catatan kriminal pak tom juga kan ini skenario babak baru siap siap terkejoet
"Sesuai dugaan, Strategi kuno ciptakan masalah diam-diam pake  tangan anak buah/orang lain, kemudian datang dan selesaikan seperti pahlawan..""☺️👏""",sesuai dugan strategi kuno ciptakan masalah diam diam pakai tangan anak buah orang lah kemudian datang dan selesaikan seperti pahlawan
"@azz_sunkissed terngiang ngiang, pokoknya kalo lagi marah lancar ngomongnya tapi kalo nggak ya plegak pleguk ngah ngoh",terngiang ngiang pokoknya kalau lagi marah lancar mengomongnya tapi kalau tidak iya plegak pleguk ngah ngoh
😂,
pahlawan🙌,pahlawan
Here we go again,here we go again
Yang jadi korban siapa.?,yang jadi korban siapa
Superhero🔥 gemoy,superhero gemoy
Hasto pain ikutan 😂,hasto pain ikutan
@fatihalhaidar_ bagian dari syarat kalau pdip mau dukung prabowo dan gabung di pemerintahan,bagian dari syarat kalau partai demokrasi indonesia perjuangan mau dukung prabowo dan gabung di pemerintahan
"TERLEPAS ADA SKENARIO NANTI NYA, KEBENARAN AKAN MENCARI JALAN DENGAN SENDIRINYA 🔥🔥",terlepas ada skenario nanti nya kebenaran akan mencari jalan dengan sendirinya
"@myusufsy bukannya dandanin sistem peradilannya, tapi ah sudahlahhhh",bukanya dandanin sistem peradilanya tapi ah sudahlah
Pahlawan telah datang👏👏,pahlawan telah datang
Oh si merah saudaranya kok yaaaa... kan dipidatonya gtu ya....,oh sil merah saudaranya kok iya kan dipidatonya begitu iya
jembatan ka?,jembatan kakak
Sineteroon😂,sineteron
"Biar dapet tepok tangan👏 action nya telat pak, nunggu vonis dulu baru jadi pahlawan",biar dapat tepok tangan action nya terlambat pak nungu vonis dulu baru jadi pahlawan
"Akhirnya pejabat juga bisa kena proses hukum, gak cuma rakyat biasa yang disorot.",akhirnya pejabat juga bisa kena proses hukum tidak cuma rakyat biasa yang disorot
"Daijobu da. Naze tte? Watashi ga Kita!""""",daijobu dan naze te watashi tidak kita
😂😂😂😂😂😂,
@grdniars silahkan isi kursi yg masih kosong ya 😂,silakan isi kursi yang masih kosong iya
Pahlawan sudah datang,pahlawan sudah datang
Udah jadi pahlawan lagi aja...😂😂,sudah jadi pahlawan lagi saja
"hemm, presiden terbaik",hem presiden terbaik
TOM LEMBONG 😍,tom lembong
Ya gini aja terussss👏👏👏👏,iya begini saja terus
"Ingat, ada agenda politik besar dibalik semua ini 🔥😂🙌",ingat ada agenda politik besar dibalik semua ini
"Bentar lagi ada yg bikin lagu Terima kasih pak Prabroro""""",sebentar lagi ada yang bikin lagu terima kasih pak prabroro
@wahidkrnia pahlawan kitaaa😍,pahlawan kita
"Bener, Nti diungkit2 lagi deh 😂",benar nanti diungkit lagi deh
"Kenapa harus amnesti dan abolisi? Kenapa nggak dicabut aja bahwa kasus tersebut salah hakim yg memvonis, alih-alih menyelamatkan justru mendukung bahwa mereka berdua bersalah dan apa yg di vonis hakim itu benar, alhasil si hakim tetap aman dan terjaga nama baik nya.",kenapa harus amnesti dan abolisi kenapa tidak dicabut saja bahwa kasus tersebut salah hakim yang memvonis alih alih menyelamatkan justru mendukung bahwa mereka berdua bersalah dan apa yang di vonis hakim itu benar alhasil sil hakim tetap aman dan terjaga nama baik nya
Belom cayaaa klo jokowinya ga ditangkep 😂,belum percaya kalau jokowinya tidak ditangkep
"ANIES adalah kartu JOKER nya prabowo kemaren dan nanti 👏 ytta 👏 anies akan selalu diberi panggung dan 'wilayah istimewa' oleh prabowo(jokowi). pun juga waktu kampanye pilpres kemaren, beliau adalah garda terdepan 02 utk gembosin suara ganjar, beliau juga garda terdepan yg melambungkan suara 02 ketika debat pilpres. || ketika kamu masih berfikir siapa musuh siapa pahlawan, kamu hanyalah manusia ternak. diatas sana, yg mereka pikirkan bagaimana membawa manusia2 ternak ini, mau dibawa kemana, dan mengapa"" 👏""",anies adalah kartu joker nya prabowo kemarin dan nanti yta anies akan selalu diberi pangung dan wilayah istimewa oleh prabowo jokowi pun juga waktu kampanye pemilihan presiden kemarin beliau adalah garda terdepan untuk gembosin suara ganjar beliau juga garda terdepan yang melambungkan suara ketika debat pemilihan presiden ketika kamu masih berpikir siapa musuh siapa pahlawan kamu hanyalah manusia ternak di atas sana yang mereka pikirkan bagaimana membawa manusia ternak ini mau dibawa kemana dan mengapa
KEBACA LAWAN,kebaca lawan
"@laskarkancut kaaa, sarkasnya kebaca gak si? ngeri eh wkwkwk padahal udh ada “udah ya pak” wkwk",kakak sarkasnya kebaca tidak sil ngeri eh wkwk padahal sudah ada sudah iya pak tertawa
"Sengketa aceh sumut gitu juga, sok datang belakangan. Sok hero gk tuhh 😂",sengketa aceh sumatra utara begitu juga sok datang belakangan sok hero tidak itu
Kita kok nonton sinetron ga ada tamat2nya,kita kok menonton sinema elektronik tidak ada tamatnya
"@firmansyah990 santai aja kawan, doi cuma pengen dibikinin lagu terima kasih pak Prabroro""""",santai saja kawan dia cuma ingin dibuatkan lagu terima kasih pak prabroro
Lagi cari kepercayaan publik kembali dengan cara abolisi TL,lagi cari kepercayan publik kembali dengan cara abolisi lini masa
"Masalah peradilan di Indonesia itu sudah sistemik kacau & berpihaknya. Tp bukannya memperbaiki seluruh sistem, Prabowo bak pahlawan kesiangan menjadi pemadam kebakaran utk 1-2 kasus, tdk menjawab masalah yg ada yaitu buruknya sistem keadilan di Indonesia. Kl cm 1-2 kasus yg diperbaiki, akan bnyk lg kasus2 Tom Lembong hanya krn berseberangan dgn penguasa.",masalah peradilan di indonesia itu sudah mempengaruhi seluruh sistem kacau berpihaknya tapi bukanya memperbaiki seluruh sistem prabowo bak pahlawan kesiangan menjadi pemadam kebakaran untuk kasus tidak menjawab masalah yang ada yaitu buruknya sistem keadilan di indonesia kalau cuma kasus yang diperbaiki akan bak lagi kasus tom lembong hanya karena berseberangan dengan penguasa
"@ardodheo nanti jokowi dan keluarga dilepas juga ke samudra pasifik, aamiin",nanti jokowi dan keluarga dilepas juga ke samudra pasifik amin
PAHLAWAN yang sesungguhnya adalah RAKYAT INDONESIA yang selalu vocal untuk sebuah kebenaran. 🔥👏❤️,pahlawan yang sesunguhnya adalah rakyat indonesia yang selalu vokal untuk sebuah kebenaran
Definisi nantangin mulyono 👏,definisi menantang mulyono
Hasto siapa,hasto siapa
"@jhonsitorus8 slow bro doi ngiri pengen dibikinin lagu terima kasih pak Prabroro""""",slow saudara laki laki dia iri ingin dibuatkan lagu terima kasih pak prabroro
Tim pengalihan isu: wah skrg mah udh ga works bro  yg nyewa: Halah isu yg lu lempar aja sepele,tim pengalihan isu wah sekarang adalah sudah tidak works saudara laki laki yang menyewa alah isu yang kamu lempar saja sepele
@syngatesnightmarescream karena?,karena
@grdniars jemb,jemb
@farisikhwan8 politik gabisa di tebak,politik tidak bisa di tebak
wow our hero🤭,wah our hero
hilihhhh,alah
Dan terjadi lagi....😮,dan terjadi lagi
Pahlawan tiba,pahlawan tiba
"jangan aji mumpung, hasto mah ttp. 😂",jangan aji selagi hasto adalah tapi
"Ayolah pak presiden, semoga bukan cuma gimik belaka, tapi semoga ini bagian dari bersih2 pengaruh mulyono. Eh, tapi mungkin ga ya?",ayolah pak presiden semoga bukan cuma gimik belaka tapi semoga ini bagian dari bersih pengaruh mulyono eh tapi mungkin tidak iya
"Sudah 3x strategi prabowo jadi superhero yg terbaca. Pertama pulau pulau aceh, ke dua saldo rakyat yg di non aktivkan, ke tiga pembebasan tom lombong. Good strateginya lah biar keliatan pahlawan kesiangan wkwk",sudah x strategi prabowo jadi superhero yang terbaca pertama pulau pulau aceh ke dua saldo rakyat yang di non aktivkan ke tiga pembebasan tom lombong tuhan strateginya lah biar kelihatan pahlawan kesiangan tertawa
Yess mulyono ketar ketir,iya mulyono ketar ketir
"Ohh sesuai script, okelahh",oh sesuai script okelah
yap pemirsa pahlawannya sudah muncul👏👏,iya pemirsa pahlawanya sudah muncul
Tawar-menawar Masukk😎. Jadi Apa ni Nilai yang di Tukar Untuk Kasus ini? Gak Mungkin Garasi itu Gratis ya kan Netizen Indonesia 🤭,tawar menawar masuk jadi apa ini nilai yang di tukar untuk kasus ini tidak mungkin garasi itu gratis iya kan warganet indonesia
"USUT JUGA KE AKARNYA, KENAPA BISA ADA DELIK ADUAN!",usut juga ke akarnya kenapa bisa ada delik aduan
"@joviebargo prabowo tau efek putusan hakim terhadap Tom sangat berbahaya bagi pemerintahannya, dan ditambah lagi publik mulai skeptis terhadap pemerintah, prabowo mengerti bahwa dia akan menjadi HERO 😂 IYA IYA IYA",prabowo tahu efek putusan hakim terhadap tom sangat berbahaya bagi pemerintahannya dan ditambah lagi publik mulai skeptis terhadap pemerintah prabowo mengerti bahwa dia akan menjadi hero iya iya iya
"Heh kalo mau bersihkan itu lembaga hukum dr mafia mafia,, bukan seperti polisi d film india",he kalau mau bersih itu lembaga hukum dari mafia mafia bukan seperti polisi di film india
"pahlawan, hormat",pahlawan hormat
Ini seriuskah berita?,ini seriuskah berita
"Tebak imbalannya? Bukan harta, dia dah kaya 😂",tebak imbalanya bukan harta dia sudah kayak
"@nandzkii gak boleh su’udzon ayuk syg, istighfar 🤲😊",tidak boleh sudzon ayo sayang istighfar
Wudududududududu,wudududududududu
"Eng ing eng pahlawan datang, everything is gonna be daijoubu 😂",eng ing eng pahlawan datang everything is gona be daijoubu
Pas sidang berjalan kemana aja pak? Bertanya dengan nada lembut 😁,pas sidang berjalan kemana saja pak bertanya dengan nada lembut
"Setuju pak, karena 2 orang itu korban Mulyono, hasto dan Tom adalah korban hukum Mulyono. Syukurlah bapak sdh berani lawan kebijakan Mulyono yg ngawur. Gass pak prediden. Tunjukan dirimu bukan jongosnya  Mulyono.",setuju pak karena orang itu korban mulyono hasto dan tom adalah korban hukum mulyono syukurlah bapak sudah berani lawan kebijakan mulyono yang berbicara sembarangan gas pak prediden tunjukkan dirimu bukan jongosnya mulyono
Kepemimpinan Prabowo terkacau sepanjang masa,kepemimpinan prabowo terkacau sepanjang masa
"Wiiih pahlawan kitaaaaa 😃😜😂😫🤪🥵🤮

GAK PERNAH SEMUAK INI",wih pahlawan kita tidak pernah semuak ini
Apa perbedaan abolisi sama amnesti soalnya setelah baca caption saya kok merasa penjelasannya mirip ya?,apa perbedan abolisi sama amnesti soalnya setelah baca caption saya kok merasa penjelasanya mirip iya
Hasil pertemuan bigmon dan kaido😂,hasil pertemuan bigmon dan kaido
Asik udh megang kartu utk 2029😂,asyik sudah memegang kartu untuk
Udah pernah main film nyaaaa😂😂😂,sudah pernah main film nya
@firmansyah990 kenapa gk dri awal ya bg wkwk,kenapa tidak dari awal iya abang tertawa
"Terharu penyelamatan didetik2 terakhir, Terimakasih bapak ladusing 🥲",terharu penyelamatan didetik terakhir terima kasih bapak ladusing
"🤣🤣🤣 aaaaa iya iya.. Smpe lupa konsepny.. Iya iya iya udah lah suka kalian aj..""",a iya iya sampai lupa konsepny iya iya iya sudah lah suka kalian saja
Ini cmn alihkan isu pembekuan rekening,ini cuma alihkan isu pembekuan rekening
"Tom sudah dipenjara sekian lama, harus ada yg diadili atas kebiadaban ini....",tom sudah di penjara sekian lama harus ada yang diadili atas kebiadaban ini
Wowo takut kalau Agustus ini yang berkibar bendera Onepiece,prabowo takut kalau agustus ini yang berkibar bendera onepiece
Heleh,alah
"Terimakasih pahlawan rakyat. Dan sudah berjasa terhadap mereka, itu kan yang kau mau wowok",terima kasih pahlawan rakyat dan sudah berjasa terhadap mereka itu kan yang kamu mau prabowo
@addindans iya nih dan lbh melelahkan,iya ini dan lebih melelahkan
"Pola nya sama kek tabung gas 3kg, ppn 12%, tambang raja ampat.",pola nya sama kayak tabung gas kg pengadilan negeri tambang raja ampat
Tom Lembong sudah menyatakan even status hukum penjara 0 tahun dia akan tetap banding sampai namanya bersih,tom lembong sudah menyatakan even status hukum penjara tahun dia akan tetap banding sampai namanya bersih
Waww 1.116 orang siapa dan kasus apa sajakah ini,wow orang siapa dan kasus apa sajakah ini
@al_mokoddas bisa jadi,bisa jadi
NAHHHHH🙌,nah
Terpantau wabah tetap menghujat.. dasar anak Ba*! 😂,terpantau wabah tetap menghujat dasar anak bak
@alfadeltaindia__ 😂😂 yg penting elektabilitas,yang penting elektabilitas
"Script buat bulan Agustus sudah siap, kan? Scriptnya digunakan untuk Presiden kita terlihat seperti Pahlawan dan terlihat bekerja 😂",script buat bulan agustus sudah siap kan scriptnya digunakan untuk presiden kita terlihat seperti pahlawan dan terlihat bekerja
"nah. 
cc pak prabroro",nah c pak prabroro
What a dirty work!,apa a dirty work
"Usut hakim nya,siapa di balik itu",usut hakim nya siapa di balik itu
"@aseprohim.id kalo gak viral, palingan gak begini endingnya",id kalau tidak viral palingan tidak begini akhirnya
pola permainannya selalu sama ~ bikin gaduh - viral - datang bak pahlawan ~ 🙃,pola permainanya selalu sama bikin gaduh viral datang bak pahlawan
mantap pak presiden 🔥🔥🔥,mantap pak presiden
Kesiangan woy wok 😂,kesiangan oi wok
Pahlawan kesiangan lagi aje...,pahlawan kesiangan lagi saja
"Tolong Pak Pahlawan, yang bikin kegaduhan tolong di pecat atau di copot, dari pada nanti sering  jadi pahlawan, dan tambah jelek nama dan kinerja anda pak pahlawan,,",tolong pak pahlawan yang bikin kegaduhan tolong di pecat atau di copot dari pada nanti sering jadi pahlawan dan tambah jelek nama dan kinerja anda pak pahlawan
Kesiangan mulu wak,kesiangan melulu wak
"Abolisi nanti aja habis naik banding,,, biar pak tom berjuang dan membuktikan dirinya tidak bersalah🔥",abolisi nanti saja habis naik banding biar pak tom berjuang dan membuktikan dirinya tidak bersalah
Ini sih formula Jokowi cuma beda formatnya aja,ini sih formula jokowi cuma beda formatnya saja
"Bahagia gak neh 24% dan 16% 😂😂 58% memang gak salah pilih ,, pahlawan boss",bahagia tidak nih dan memang tidak salah pilih pahlawan bos
cerita nya mah Batman 😂,cerita nya adalah batman
BIASA PAHLAWAN KESIANGAN WOWO,biasa pahlawan kesiangan prabowo
Hormat pahlawan,hormat pahlawan
Skema bagus,skema bagus
Wkwkwk polanya selalu sama,wkwk polanya selalu sama
😂,
Saya baru anggap pahlawan kalau bisa tendang wapresnya,saya baru angap pahlawan kalau bisa tendang wakil presidennya
Anak ABAH hutang budi sama presiden kami,anak ayah hutang budi sama presiden kami
The Power of Netizen 🔥🔥,the power of warganet
"ganti pola kek, udah kebaca nih",ganti pola kayak sudah kebaca ini
Masih aja main pahlawan2an,masih saja main pahlawanan
Wuidihhh kerennn🔥🔥🔥Drama seri brpnih?,wuidih kerendrama seri brpnih
Raja omon2 niru raja plonga plongo biar dbilang pahlawan😂,raja omon meniru raja plonga plongo biar dibilang pahlawan
pahlawan kesiangan WKWKWKWKWKW,pahlawan kesiangan wkwk
@ikainhere kok kyk ada suaranya yah ka😂😂,kok seperti ada suaranya ya kakak
Bisa gk sih sekali2 jadi pahlawan untuk lingkungan walaupun mimin tau segala sesuatu suda ada yang atur,bisa tidak sih sekali jadi pahlawan untuk lingkungan walaupun admin tahu segala sesuatu sudah ada yang atur
Sengaja di Buat bersalah? Terus di bebaskan? Biar seperti Pahlawan?,sengaja di buat bersalah terus di bebaskan biar seperti pahlawan
Hero wannabe,hero wanabe
Wkwkw lucu sih👏👏,wkwk lucu sih
@firmansyah990 paling bener jokowi si,paling benar jokowi sil
Ini ceritanya si Shinchan lg main pahlawan2an nih 🤣🤣,ini ceritanya sil shinchan lagi main pahlawanan ini
Siiiuuuuuuuu,siu
"mulyono ketar ketir, ditunggu tom dan hasto masuk kabinet, biar dah mulyono ketar ketir",mulyono ketar ketir ditungu tom dan hasto masuk kabinet biar sudah mulyono ketar ketir
Kali ini agak kecewa sih,kali ini agak kecewa sih
Si mulyono adili wo...maka akan ku angkat kau menjadi manusia setengah macan,sil mulyono adili oi maka akan ku angkat kamu menjadi manusia setengah macan
"@mwildannursalim baiknya dari pas sidang udh ikut campur, kasus gak jelas gini",baiknya dari pas sidang sudah ikut campur kasus tidak jelas begini
"Hm, siklus nya emang gitu ya Hero?",hem siklus nya memang begitu iya hero
Kok hasto juga? Biarin aj dia nyicipin penjara😂,kok hasto juga biarkan saja dia nyicipin penjara
WKWKWKWKWWKKKKWW LUCU,wkwk lucu
kebiasaan sandiwara coy 😂@ilmnmnz,kebiasan sandiwara coy
"bukan abolisi, karena dia tidak seharusnya dipidana...tapi ya itu baik sih, presiden hanya punya hak memberi abolisi....semoga mulyono dan kroco2nya legowo😂😂😂😂",bukan abolisi karena dia tidak seharusnya dipidana tapi iya itu baik sih presiden hanya punya hak memberi abolisi semoga mulyono dan kroconya legowo
Saya mulai suka politik 🔥 😲😳😍🤯,saya mulai suka politik
"Mereka buat siasat tp ga mikirin efek samping nya, pas majikan nya mau keseret ehh terpaksa ganti rencana, wkwkwk rakyat skrg udh melek politik sayang ! Gausah gaslighting",mereka buat siasat tapi tidak memikirkan efek samping nya pas majikan nya mau keseret eh terpaksa ganti rencana wkwk rakyat sekarang sudah melek politik sayang tidak usah gaslighting
@trenggaleknow terhura min,terhura min
🏴‍☠️🏴‍☠️🏴‍☠️,
"Drama mereka itu gk akan ada habisnya, jadi jangan terkecoh ya saudara-saudara..
Tujuan mereka satu, melawan rakyat.",drama mereka itu tidak akan ada habisnya jadi jangan terkecoh iya saudara saudara tujuan mereka satu melawan rakyat
"Mau mengeluarkan kata-kata mutiara, tp takut di culik 🙌",mau mengeluarkan kata kata mutiara tapi takut di culik
@ul_marlukman kan emang begini skenarionya wkwkw,kan memang begini skenarionya wkwk
"@genme.nhaayy terbaik bang. wkwk pertamakali nyoba sarkas, agak takut wkwk",nhay terbaik bang tertawa pertamakali coba sarkas agak takut tertawa
Sumpah lengserkan saja Prabowo,sumpah lengserkan saja prabowo
"Makanya jangan terlalu serius nanggapin politik. Kemarin tonjok tonjokan, pagi bisa sarapan bareng.",makanya jangan terlalu serius nangapin politik kemarin tonjok tonjokan pagi bisa sarapan bareng
@ardodheo nahhhh ini! Akhirnya ada yg sadar juga pertempuran di atas yg sangat sengit ini. 🤣,nah ini akhirnya ada yang sadar juga pertempuran di atas yang sangat sengit ini
"No into politic, but TL isnt worthy in prison 😢",no into politic mungkin lini masa isnt worthy masuk prison
@muh.alyda yessss betul,alyda iya betul
Rezimnya kebanyakan nonton drakor 🧎🏻‍♀️,rezimnya kebanyakan menonton drama korea
Our heroes 🙌 (wkwkwkwkwkwk),our heroes wkwkwkwkwkwk
Klo kata @wanda.oke “Si Die lagi pahlawannya 👏”,kalau kata oke sil dia lagi pahlawanya
Pahlawan bangsa 👏,pahlawan bangsa
Biar dibilang pahlawan ya? Pdhl dari awal emg Pak Tom ga seharusnya dipenjara😇,biar dibilang pahlawan iya padahal dari awal memang pak tom tidak seharusnya di penjara
Opo iki?,apa ini
Konsep nya gtu terus pahlwannnnnn ke mlman,konsep nya begitu terus pahlwan ke mlman
"Abolisi ke Tom Lembong; menghentikan proses hukum, amensti untuk Hasto; menghapuskan hukuman dan status kesalahan nya. Berarti bapak presiden dengan sadar mereka tidak bersalah",abolisi ke tom lembong menghentikan proses hukum amensti untuk hasto menghapuskan hukuman dan status kesalahan nya berarti bapak presiden dengan sadar mereka tidak bersalah
Udah tau kan polanya. Dulu main presiden2an sekarang main pahlawan kesiangan 👏,sudah tahu kan polanya dulu main presidenan sekarang main pahlawan kesiangan
"Wadohhh... Apakah akan ada babak balas budi""?""",wadoh apakah akan ada babak balas budi
Tom lembong ok setuju bgt. Tp yg 1 lg?,tom lembong oke setuju banget tapi yang lagi
"2029 ganti presiden, presiden lembek, teriak2 doang kencang.. saya pemilih Prabowo",ganti presiden presiden lembek teriak doang kencang saya pemilih prabowo
Prabowo adalah pahlawan 🔥😂,prabowo adalah pahlawan
ternyata sinetron konoha lebih seru dari drakor 😌,ternyata sinema elektronik konoha lebih seru dari drama korea
Dalam berbagai kasus yang pernah ada selalu Wakil DPR yg berbicara... Ketuanya mana....😂😂😂,dalam berbagai kasus yang pernah ada selalu wakil dewan perwakilan rakyat yang berbicara ketuanya mana
et dah kek di tipi tipi superhiro gitu,et sudah kayak di TV TV superhiro begitu
LANGSUNG MUNCUL BAK PAHLAWAN. REPEAT TERUSSS 😂😂😂😂😂😂😂😂😂😂😂😂,langsung muncul bak pahlawan repeat terus
"Org yg ga tau situasi di atas, taunya strategi pahlawan kesiangan. Padahal kan yaa gt deh. Coba pada dengerin bocor alus dah biar pada paham 🤣",orang yang tidak tahu situasi di atas taunya strategi pahlawan kesiangan padahal kan iya begitu deh coba pada dengarkan bocor halus sudah biar pada paham
@btarianjani wkwk no whatwhat kak,tertawa no whatwhat kak
Suka suka kelian lah,suka suka kelian lah
@shashh.slsbl iya iyuh banget kan kak?,slsbl iya ih banget kan kak
