text,cleaned
maklumi ini negara konaha bukan the repoblik😂😂😂,maklum negara konaha the repoblik
"Plot twist, sebuah keluarga ayah ibu dan dua anak laki-laki mempunyai aturan yang ketat, suatu hari anak pertama melanggar aturan dan harus dihukum berat, semua keluarga tau akan hukuman itu. tapi si ibu tidak tega menghukum berat anak pertama dia meminta kepada sang ayah sebagi kepala keluarga untuk tidak menghukum sang anak pertama, dengan iming-iming dan kesepakatan akhirnya sang ayah menyetujui tidak menghukum sang anak pertama. tapi ayah dan ibu khawatir kepada anak kedua jika anak pertama dibebaskan dari hukuman sang ayah dan ibu akan terlihat tidak adil dan melanggar aturan dan itu akan mencoreng nama baik sang ayah sebagai kepala keluarga. Akhirnya mereka mendapatkan ide untuk mensiasati anak kedua mendapatkan hukuman juga, apapun itu karena ayah tau anak kedua sebagai anak pasti mempunyai kesalahan, dan ketika medapatkan hukuman point si anak pertama dan kedua sama salah meskipun terlihat dipaksakan. lalu sang ayah sebagai kepala keluarga memberi amnesti hukuman kepada keduanya agar semua memerima keputusan sang ayah.",plot twist buah keluarga ayah ibu anak laki laki punya atur ketat hari anak pertama melangar atur hukum berat keluarga tahu hukum sil ibu tega hukum berat anak pertama minta sang ayah kepala keluarga hukum sang anak pertama iming iming sepakat akhir sang ayah tuju hukum sang anak pertama ayah ibu khawatir anak anak pertama bebas hukum sang ayah ibu lihat adil melangar atur coreng nama baik sang ayah kepala keluarga akhir ide siasat anak hukum ayah tahu anak anak punya salah medapatkan hukum point sil anak pertama salah lihat paksa sang ayah kepala keluarga beri amnesti hukum rima putus sang ayah
Sok jadi pahlawan lo @prabowo omon2 😂😂😂,sok jadi pahlawan omon
Pahlawan pengen tanda jasa 😢,pahlawan tanda jasa
Fake hero,palsu hero
"Kalo kasus tom itu dihentikan karna bahaya bila dilanjut bakal ada beberapa nama yg bakal diseret, kalo hasto udah pesanan dari merah. Percaya lah ini hasil lobby-lobby politik bukan real karena nurani",kasus tom henti bahaya lanjut bakal nama bakal seret hasto pesan merah percaya hasil loby loby politik real nurani
What 🤨,
"Akhirnya Pahlawan datang,,, tapi sygnya ceritanya sudah ke baca😂😂😂",akhir pahlawan datang sygnya cerita baca
@keprizillenials emang selama memerintah dia prnah bener😂?,perintah benar
PERMAINAN DI MULAI 🔥,main mulai
Hasto ngapain dikasih amnesti. Kalau salah yaa dihukum🤦‍♂️,hasto kasih amnesti salah iya hukum
"pahlawan kesiangan, sebelum malu😂",pahlawan siang malu
Hukum seperti permainan ya kawan,hukum main iya kawan
@ricky.asant 😂,asant
"Lahh kok si Hasto ikutan di bebasin ??
Apa jangan2 emang tujuan utamanya buat bebasin Hasto, tapi dengan dram Tom Lembong dulu ??
Hmmmmmm
Bisa aja nihh pemain sinetron",sil hasto ikut bebasin tuju utama bebasin hasto dram tom lembong hem main sinema elektronik
negara apaasi iniii tuhan? 😭,negara sih tuhan
Alhamdullilah Tom Lembong bebas ❤️,alhamdulillah tom lembong bebas
Transfer pemain kah?,transfer main
"Anda baik, saya curiga😂",baik curiga
@ardodheo hiyaaaa...hiyaaaa😂,hiya hiya
"@hepi_mafla bukan, abolisi di kasih untuk menutupi tersangka lain nya. Kalo pak tom ga di kasih abolisi maka masih banyak nama yg bakal ikut pusaran, coba perhatiin ZH akhir2 ini lebih banyak diam ga muncul dipublik",abolisi kasih tutup sangka pak tom kasih abolisi nama bakal ikut pusar coba perhatin zh akhir diam muncul publik
Tom Lemhong nggak salah... TITIK,tom lemhong salah titik
@dayuprms udah ketebak script nya ye day 🥱,tebak script iya day
Jika anda ngerti politik sandiwara. Anda akn tau ujung cerita nya. PAHLAWAN NEGARAWAN 😂,erti politik sandiwara tahu ujung cerita pahlawan negarawan
"Lagu lama kaset kusut, super hero itupun dtg dihari kesiangan 🤣",lagu kaset kusut super hero datang hari siang
"Hakim kmarin mana hakimmmm,, main ponis2 aja",hakim kemarin hakim main pon
"Pokoknya terus kritik wahai netizen pada Hal yg tidak masuk akal dan Hal yg merugikan rakyat entah siapa presiden nya""",pokok terus kritik warganet masuk akal rugi rakyat presiden
"Kalo diabolisi, menyebabkan kerugian negara itu diakui hukum berarti ya? Lalu, Mendag2 yg lain dg hal serupa ga dipenjara? Apalagi Jokowi? Kenapa polanya selalu sama? Dateng trs jd 'pahlawan'.",abolisi rugi negara hukum arti iya menteri dagang rupa penjara jokowi pola datang terus jadi pahlawan
"@katarseis bukan pahlawan, abolisi buat mengahiri kasus demi menutupi nama lain, ZH akhir2 ini meredup tidak muncul ke publik ya karena gula ini",pahlawan abolisi mengahiri kasus tutup nama zh akhir redup muncul publik iya gula
"Menurut ku bukan pola firaun jawa , tapi now president mmng coba melepas dari lingkaran setan mul",turut ku pola firaun jawa now presiden menang coba lepas lingkar setan mul
What a hero👏👏 very good☺️☺️ #thisissarcasm,a hero tuhan
"Hmm , kok gag kaget ya , kayak pernah dengar? Kapan ya?",hem kaget iya kayak dengar iya
"Aturan banding dlu kali, ketebak bgt siii elah 😋 kan klo banding barang kali yg terlibat atasnya bisa ketangkep 🤣🤣",atur banding kali tebak banget sil alah banding barang kali libat atas ketangkep
@slametroy420 Satyam Eva Jayate 🔥🔥,satyam eva jayate
"Memang TDK seharusnya dipenjara,,,",penjara
😂,
"@jhonsitorus8 mas, dikira presiden urusannya cuma ngurusin kasus orang.. 😂",mas kira presiden urusanya urus kasus orang
"Satria baja hitam datang, uwaahhhhh",satria baja hitam datang uwah
Untuk mengalihkan arya daru kah? Hapus jejak catatan kriminal pak Tom juga kan ini? Skenario babak baru siap siap terkejoet,alih arya daru hapus jejak catat kriminal pak tom skenario babak baru siap siap terkejoet
"Sesuai dugaan, Strategi kuno ciptakan masalah diam-diam pake  tangan anak buah/orang lain, kemudian datang dan selesaikan seperti pahlawan..""☺️👏""",sesuai dugan strategi kuno cipta masalah diam diam pakai tangan anak buah orang datang selesai pahlawan
"@azz_sunkissed terngiang ngiang, pokoknya kalo lagi marah lancar ngomongnya tapi kalo nggak ya plegak pleguk ngah ngoh",ngiang ngiang pokok marah lancar omong iya plegak pleguk ngah ngoh
😂,
pahlawan🙌,pahlawan
Here we go again,here we go again
Yang jadi korban siapa.?,jadi korban
Superhero🔥 gemoy,superhero gemoy
Hasto pain ikutan 😂,hasto pain ikut
@fatihalhaidar_ bagian dari syarat kalau pdip mau dukung prabowo dan gabung di pemerintahan,syarat partai demokrasi indonesia juang dukung prabowo gabung perintah
"TERLEPAS ADA SKENARIO NANTI NYA, KEBENARAN AKAN MENCARI JALAN DENGAN SENDIRINYA 🔥🔥",lepas skenario benar cari jalan
"@myusufsy bukannya dandanin sistem peradilannya, tapi ah sudahlahhhh",buka dandanin sistem peradilanya ah
Pahlawan telah datang👏👏,pahlawan datang
Oh si merah saudaranya kok yaaaa... kan dipidatonya gtu ya....,sil merah saudara iya pidato iya
jembatan ka?,jembatan kakak
Sineteroon😂,sineteron
"Biar dapet tepok tangan👏 action nya telat pak, nunggu vonis dulu baru jadi pahlawan",biar tepok tangan action lambat pak nungu vonis baru jadi pahlawan
"Akhirnya pejabat juga bisa kena proses hukum, gak cuma rakyat biasa yang disorot.",akhir jabat kena proses hukum rakyat sorot
"Daijobu da. Naze tte? Watashi ga Kita!""""",daijobu naze te watashi
😂😂😂😂😂😂,
@grdniars silahkan isi kursi yg masih kosong ya 😂,sila isi kursi kosong iya
Pahlawan sudah datang,pahlawan datang
Udah jadi pahlawan lagi aja...😂😂,jadi pahlawan
"hemm, presiden terbaik",hem presiden baik
TOM LEMBONG 😍,tom lembong
Ya gini aja terussss👏👏👏👏,iya terus
"Ingat, ada agenda politik besar dibalik semua ini 🔥😂🙌",ingat agenda politik besar balik
"Bentar lagi ada yg bikin lagu Terima kasih pak Prabroro""""",sebentar bikin lagu terima kasih pak prabroro
@wahidkrnia pahlawan kitaaa😍,pahlawan
"Bener, Nti diungkit2 lagi deh 😂",benar ungkit deh
"Kenapa harus amnesti dan abolisi? Kenapa nggak dicabut aja bahwa kasus tersebut salah hakim yg memvonis, alih-alih menyelamatkan justru mendukung bahwa mereka berdua bersalah dan apa yg di vonis hakim itu benar, alhasil si hakim tetap aman dan terjaga nama baik nya.",amnesti abolisi cabut kasus sebut salah hakim vonis alih alih selamat dukung salah vonis hakim benar alhasil sil hakim tetap aman jaga nama baik
Belom cayaaa klo jokowinya ga ditangkep 😂,percaya jokowinya ditangkep
"ANIES adalah kartu JOKER nya prabowo kemaren dan nanti 👏 ytta 👏 anies akan selalu diberi panggung dan 'wilayah istimewa' oleh prabowo(jokowi). pun juga waktu kampanye pilpres kemaren, beliau adalah garda terdepan 02 utk gembosin suara ganjar, beliau juga garda terdepan yg melambungkan suara 02 ketika debat pilpres. || ketika kamu masih berfikir siapa musuh siapa pahlawan, kamu hanyalah manusia ternak. diatas sana, yg mereka pikirkan bagaimana membawa manusia2 ternak ini, mau dibawa kemana, dan mengapa"" 👏""",anies kartu joker prabowo kemarin yta anies beri pangung wilayah istimewa prabowo jokowi waktu kampanye pilih presiden kemarin beliau garda gembosin suara ganjar beliau garda lambung suara debat pilih presiden pikir musuh pahlawan manusia ternak atas pikir bawa manusia ternak bawa
KEBACA LAWAN,baca lawan
"@laskarkancut kaaa, sarkasnya kebaca gak si? ngeri eh wkwkwk padahal udh ada “udah ya pak” wkwk",kakak sarkasnya baca sil ngeri eh  iya pak tertawa
"Sengketa aceh sumut gitu juga, sok datang belakangan. Sok hero gk tuhh 😂",sengketa aceh sumatra utara sok datang belakang sok hero
Kita kok nonton sinetron ga ada tamat2nya,tonton sinema elektronik tamat
"@firmansyah990 santai aja kawan, doi cuma pengen dibikinin lagu terima kasih pak Prabroro""""",santai kawan lagu terima kasih pak prabroro
Lagi cari kepercayaan publik kembali dengan cara abolisi TL,cari kepercayan publik cara abolisi lini masa
"Masalah peradilan di Indonesia itu sudah sistemik kacau & berpihaknya. Tp bukannya memperbaiki seluruh sistem, Prabowo bak pahlawan kesiangan menjadi pemadam kebakaran utk 1-2 kasus, tdk menjawab masalah yg ada yaitu buruknya sistem keadilan di Indonesia. Kl cm 1-2 kasus yg diperbaiki, akan bnyk lg kasus2 Tom Lembong hanya krn berseberangan dgn penguasa.",masalah adil indonesia pengaruh sistem kacau pihak buka baik sistem prabowo bak pahlawan siang jadi madam bakar kasus jawab masalah buruk sistem adil indonesia kasus baik bak kasus tom lembong berangan kuasa
"@ardodheo nanti jokowi dan keluarga dilepas juga ke samudra pasifik, aamiin",jokowi keluarga lepas samudra pasifik amin
PAHLAWAN yang sesungguhnya adalah RAKYAT INDONESIA yang selalu vocal untuk sebuah kebenaran. 🔥👏❤️,pahlawan sesunguhnya rakyat indonesia vokal buah benar
Definisi nantangin mulyono 👏,definisi tantang mulyono
Hasto siapa,hasto
"@jhonsitorus8 slow bro doi ngiri pengen dibikinin lagu terima kasih pak Prabroro""""",slow saudara laki laki iri lagu terima kasih pak prabroro
Tim pengalihan isu: wah skrg mah udh ga works bro  yg nyewa: Halah isu yg lu lempar aja sepele,tim alih isu works saudara laki laki sewa alah isu lempar sepele
@syngatesnightmarescream karena?,
@grdniars jemb,jemb
@farisikhwan8 politik gabisa di tebak,politik tebak
wow our hero🤭,our hero
hilihhhh,alah
Dan terjadi lagi....😮,jadi
Pahlawan tiba,pahlawan tiba
"jangan aji mumpung, hasto mah ttp. 😂",aji hasto
"Ayolah pak presiden, semoga bukan cuma gimik belaka, tapi semoga ini bagian dari bersih2 pengaruh mulyono. Eh, tapi mungkin ga ya?",ayo pak presiden moga gimik belaka moga bersih pengaruh mulyono eh iya
"Sudah 3x strategi prabowo jadi superhero yg terbaca. Pertama pulau pulau aceh, ke dua saldo rakyat yg di non aktivkan, ke tiga pembebasan tom lombong. Good strateginya lah biar keliatan pahlawan kesiangan wkwk",x strategi prabowo jadi superhero baca pertama pulau pulau aceh saldo rakyat non aktivkan tiga bebas tom lombong tuhan strategi biar lihat pahlawan siang tertawa
Yess mulyono ketar ketir,iya mulyono ketar tir
"Ohh sesuai script, okelahh",sesuai script oke
yap pemirsa pahlawannya sudah muncul👏👏,iya pirsa pahlawanya muncul
Tawar-menawar Masukk😎. Jadi Apa ni Nilai yang di Tukar Untuk Kasus ini? Gak Mungkin Garasi itu Gratis ya kan Netizen Indonesia 🤭,tawar tawar masuk jadi nilai tukar kasus garasi gratis iya warganet indonesia
"USUT JUGA KE AKARNYA, KENAPA BISA ADA DELIK ADUAN!",usut akar delik adu
"@joviebargo prabowo tau efek putusan hakim terhadap Tom sangat berbahaya bagi pemerintahannya, dan ditambah lagi publik mulai skeptis terhadap pemerintah, prabowo mengerti bahwa dia akan menjadi HERO 😂 IYA IYA IYA",prabowo tahu efek putus hakim hadap tom bahaya perintah tambah publik mulai skeptis hadap perintah prabowo erti jadi hero iya iya iya
"Heh kalo mau bersihkan itu lembaga hukum dr mafia mafia,, bukan seperti polisi d film india",he bersih lembaga hukum mafia mafia polisi film india
"pahlawan, hormat",pahlawan hormat
Ini seriuskah berita?,serius berita
"Tebak imbalannya? Bukan harta, dia dah kaya 😂",tebak imbalanya harta kayak
"@nandzkii gak boleh su’udzon ayuk syg, istighfar 🤲😊",sudzon ayo sayang istighfar
Wudududududududu,wudududududududu
"Eng ing eng pahlawan datang, everything is gonna be daijoubu 😂",eng ing eng pahlawan datang everything is gona be daijoubu
Pas sidang berjalan kemana aja pak? Bertanya dengan nada lembut 😁,pas sidang jalan pak tanya nada lembut
"Setuju pak, karena 2 orang itu korban Mulyono, hasto dan Tom adalah korban hukum Mulyono. Syukurlah bapak sdh berani lawan kebijakan Mulyono yg ngawur. Gass pak prediden. Tunjukan dirimu bukan jongosnya  Mulyono.",tuju pak orang korban mulyono hasto tom korban hukum mulyono syukur bapak berani lawan bijak mulyono bicara sembarang gas pak prediden tunjuk jongos mulyono
Kepemimpinan Prabowo terkacau sepanjang masa,pimpin prabowo kacau panjang masa
"Wiiih pahlawan kitaaaaa 😃😜😂😫🤪🥵🤮

GAK PERNAH SEMUAK INI",wih pahlawan muak
Apa perbedaan abolisi sama amnesti soalnya setelah baca caption saya kok merasa penjelasannya mirip ya?,bedan abolisi amnesti soal baca caption rasa jasa mirip iya
Hasil pertemuan bigmon dan kaido😂,hasil temu bigmon kaido
Asik udh megang kartu utk 2029😂,asyik pegang kartu
Udah pernah main film nyaaaa😂😂😂,main film
@firmansyah990 kenapa gk dri awal ya bg wkwk,awal iya abang tertawa
"Terharu penyelamatan didetik2 terakhir, Terimakasih bapak ladusing 🥲",haru selamat detik akhir terima kasih bapak ladusing
"🤣🤣🤣 aaaaa iya iya.. Smpe lupa konsepny.. Iya iya iya udah lah suka kalian aj..""",a iya iya lupa konsepny iya iya iya suka
Ini cmn alihkan isu pembekuan rekening,alih isu beku rekening
"Tom sudah dipenjara sekian lama, harus ada yg diadili atas kebiadaban ini....",tom penjara sekian adil atas biadab
Wowo takut kalau Agustus ini yang berkibar bendera Onepiece,prabowo takut agustus kibar bendera onepiece
Heleh,alah
"Terimakasih pahlawan rakyat. Dan sudah berjasa terhadap mereka, itu kan yang kau mau wowok",terima kasih pahlawan rakyat jasa hadap prabowo
@addindans iya nih dan lbh melelahkan,iya lelah
"Pola nya sama kek tabung gas 3kg, ppn 12%, tambang raja ampat.",pola kayak tabung gas kg adil negeri tambang raja ampat
Tom Lembong sudah menyatakan even status hukum penjara 0 tahun dia akan tetap banding sampai namanya bersih,tom lembong nyata even status hukum penjara tahun tetap banding nama bersih
Waww 1.116 orang siapa dan kasus apa sajakah ini,wow orang kasus
@al_mokoddas bisa jadi,jadi
NAHHHHH🙌,
Terpantau wabah tetap menghujat.. dasar anak Ba*! 😂,pantau wabah tetap hujat dasar anak bak
@alfadeltaindia__ 😂😂 yg penting elektabilitas,penting elektabilitas
"Script buat bulan Agustus sudah siap, kan? Scriptnya digunakan untuk Presiden kita terlihat seperti Pahlawan dan terlihat bekerja 😂",script bulan agustus siap scriptnya untuk presiden lihat pahlawan lihat kerja
"nah. 
cc pak prabroro",c pak prabroro
What a dirty work!,a dirty work
"Usut hakim nya,siapa di balik itu",usut hakim balik
"@aseprohim.id kalo gak viral, palingan gak begini endingnya",id viral akhir
pola permainannya selalu sama ~ bikin gaduh - viral - datang bak pahlawan ~ 🙃,pola permainanya bikin gaduh viral datang bak pahlawan
mantap pak presiden 🔥🔥🔥,mantap pak presiden
Kesiangan woy wok 😂,siang oi wok
Pahlawan kesiangan lagi aje...,pahlawan siang
"Tolong Pak Pahlawan, yang bikin kegaduhan tolong di pecat atau di copot, dari pada nanti sering  jadi pahlawan, dan tambah jelek nama dan kinerja anda pak pahlawan,,",pak pahlawan bikin gaduh pecat copot jadi pahlawan tambah jelek nama kerja pak pahlawan
Kesiangan mulu wak,siang melulu wak
"Abolisi nanti aja habis naik banding,,, biar pak tom berjuang dan membuktikan dirinya tidak bersalah🔥",abolisi habis naik banding biar pak tom juang bukti salah
Ini sih formula Jokowi cuma beda formatnya aja,sih formula jokowi beda format
"Bahagia gak neh 24% dan 16% 😂😂 58% memang gak salah pilih ,, pahlawan boss",bahagia nih salah pilih pahlawan bos
cerita nya mah Batman 😂,cerita batman
BIASA PAHLAWAN KESIANGAN WOWO,pahlawan siang prabowo
Hormat pahlawan,hormat pahlawan
Skema bagus,skema bagus
Wkwkwk polanya selalu sama, pola
😂,
Saya baru anggap pahlawan kalau bisa tendang wapresnya,baru angap pahlawan tendang wakil presiden
Anak ABAH hutang budi sama presiden kami,anak ayah hutang budi presiden
The Power of Netizen 🔥🔥,the power of warganet
"ganti pola kek, udah kebaca nih",ganti pola kayak baca
Masih aja main pahlawan2an,main pahlawan
Wuidihhh kerennn🔥🔥🔥Drama seri brpnih?,wuidih kerendrama seri brpnih
Raja omon2 niru raja plonga plongo biar dbilang pahlawan😂,raja omon tiru raja plonga plongo biar bilang pahlawan
pahlawan kesiangan WKWKWKWKWKW,pahlawan siang 
@ikainhere kok kyk ada suaranya yah ka😂😂,suara kakak
Bisa gk sih sekali2 jadi pahlawan untuk lingkungan walaupun mimin tau segala sesuatu suda ada yang atur,sih jadi pahlawan lingkung admin tahu atur
Sengaja di Buat bersalah? Terus di bebaskan? Biar seperti Pahlawan?,sengaja salah terus bebas biar pahlawan
Hero wannabe,hero wanabe
Wkwkw lucu sih👏👏, lucu sih
@firmansyah990 paling bener jokowi si,benar jokowi sil
Ini ceritanya si Shinchan lg main pahlawan2an nih 🤣🤣,cerita sil shinchan main pahlawan
Siiiuuuuuuuu,siu
"mulyono ketar ketir, ditunggu tom dan hasto masuk kabinet, biar dah mulyono ketar ketir",mulyono ketar tir tungu tom hasto masuk kabinet biar mulyono ketar tir
Kali ini agak kecewa sih,kali kecewa sih
Si mulyono adili wo...maka akan ku angkat kau menjadi manusia setengah macan,sil mulyono adil oi ku angkat jadi manusia tengah macan
"@mwildannursalim baiknya dari pas sidang udh ikut campur, kasus gak jelas gini",baik pas sidang ikut campur kasus jelas
"Hm, siklus nya emang gitu ya Hero?",hem siklus iya hero
Kok hasto juga? Biarin aj dia nyicipin penjara😂,hasto biar nyicipin penjara
WKWKWKWKWWKKKKWW LUCU, lucu
kebiasaan sandiwara coy 😂@ilmnmnz,bias sandiwara coy
"bukan abolisi, karena dia tidak seharusnya dipidana...tapi ya itu baik sih, presiden hanya punya hak memberi abolisi....semoga mulyono dan kroco2nya legowo😂😂😂😂",abolisi pidana iya baik sih presiden punya hak beri abolisi moga mulyono kroco legowo
Saya mulai suka politik 🔥 😲😳😍🤯,mulai suka politik
"Mereka buat siasat tp ga mikirin efek samping nya, pas majikan nya mau keseret ehh terpaksa ganti rencana, wkwkwk rakyat skrg udh melek politik sayang ! Gausah gaslighting",siasat pikir efek samping pas majikan seret eh paksa ganti rencana  rakyat melek politik sayang usah gaslighting
@trenggaleknow terhura min,terhura min
🏴‍☠️🏴‍☠️🏴‍☠️,
"Drama mereka itu gk akan ada habisnya, jadi jangan terkecoh ya saudara-saudara..
Tujuan mereka satu, melawan rakyat.",drama habis jadi kecoh iya saudara saudara tuju satu lawan rakyat
"Mau mengeluarkan kata-kata mutiara, tp takut di culik 🙌",keluar kata kata mutiara takut culik
@ul_marlukman kan emang begini skenarionya wkwkw,skenario 
"@genme.nhaayy terbaik bang. wkwk pertamakali nyoba sarkas, agak takut wkwk",nhay baik bang tertawa pertamakali coba sarkas takut tertawa
Sumpah lengserkan saja Prabowo,sumpah lengser prabowo
"Makanya jangan terlalu serius nanggapin politik. Kemarin tonjok tonjokan, pagi bisa sarapan bareng.",serius nangapin politik kemarin tonjok tonjok pagi sarap bareng
@ardodheo nahhhh ini! Akhirnya ada yg sadar juga pertempuran di atas yg sangat sengit ini. 🤣,akhir sadar tempur atas sengit
"No into politic, but TL isnt worthy in prison 😢",no into politic lini masa isnt worthy masuk prison
@muh.alyda yessss betul,alyda iya betul
Rezimnya kebanyakan nonton drakor 🧎🏻‍♀️,rezim tonton drama korea
Our heroes 🙌 (wkwkwkwkwkwk),our heroes 
Klo kata @wanda.oke “Si Die lagi pahlawannya 👏”,kata oke sil pahlawanya
Pahlawan bangsa 👏,pahlawan bangsa
Biar dibilang pahlawan ya? Pdhl dari awal emg Pak Tom ga seharusnya dipenjara😇,biar bilang pahlawan iya awal pak tom penjara
Opo iki?,
Konsep nya gtu terus pahlwannnnnn ke mlman,konsep terus pahlwan mlman
"Abolisi ke Tom Lembong; menghentikan proses hukum, amensti untuk Hasto; menghapuskan hukuman dan status kesalahan nya. Berarti bapak presiden dengan sadar mereka tidak bersalah",abolisi tom lembong henti proses hukum amensti hasto hapus hukum status salah arti bapak presiden sadar salah
Udah tau kan polanya. Dulu main presiden2an sekarang main pahlawan kesiangan 👏,tahu pola main presiden main pahlawan siang
"Wadohhh... Apakah akan ada babak balas budi""?""",wadoh babak balas budi
Tom lembong ok setuju bgt. Tp yg 1 lg?,tom lembong oke tuju banget
"2029 ganti presiden, presiden lembek, teriak2 doang kencang.. saya pemilih Prabowo",ganti presiden presiden lembek teriak doang kencang pilih prabowo
Prabowo adalah pahlawan 🔥😂,prabowo pahlawan
ternyata sinetron konoha lebih seru dari drakor 😌,nyata sinema elektronik konoha seru drama korea
Dalam berbagai kasus yang pernah ada selalu Wakil DPR yg berbicara... Ketuanya mana....😂😂😂,kasus wakil dewan wakil rakyat bicara ketua
et dah kek di tipi tipi superhiro gitu,et kayak tv tv superhiro
LANGSUNG MUNCUL BAK PAHLAWAN. REPEAT TERUSSS 😂😂😂😂😂😂😂😂😂😂😂😂,langsung muncul bak pahlawan repeat terus
"Org yg ga tau situasi di atas, taunya strategi pahlawan kesiangan. Padahal kan yaa gt deh. Coba pada dengerin bocor alus dah biar pada paham 🤣",orang tahu situasi atas tau strategi pahlawan siang iya deh coba dengar bocor halus biar paham
@btarianjani wkwk no whatwhat kak,tertawa no whatwhat kak
Suka suka kelian lah,suka suka kelian
@shashh.slsbl iya iyuh banget kan kak?,slsbl iya ih banget kak
"Kenapa y dikasi abolisi? Krn memang putusan pengadilan gk adil? Tuntutan jaksa bermasalah? Jangan cuma karena alasan hak prerogatif, harus juga ditopang alasan untuk memperbaiki hukum dan sistem peradilan.",kasih abolisi putus adil adil tuntut jaksa masalah alas hak prerogatif topang alas baik hukum sistem adil
Cieee... pahlawan omon² dateng...😂,pahlawan omon datang
"Sebenernya berita baik, eh maksudnya setengah baik 👌 
Tapi aku takan terkecoh",benar berita baik eh maksud tengah baik kecoh
Pahlawan datang 🔥🔥😂,pahlawan datang
Hahahahahahaha,hahahahahahaha
Lagu lama,lagu
😂😂😂 fake heroism,palsu heroism
Suka hati x an mngatur negara ini😂,suka hati x an mngatur negara
J kepanasan gak ya 🔥🔥🔥😂😂😂,j panas iya
Sesuai prediksi kita @bilaaow_ @indah_r55 @rizkyamel45,sesuai prediksi
"Makin menarik ini, negri pahlawan",tarik negeri pahlawan
Cari aman jikalau mulyono keguling,cari aman mulyono guling
"Abolisi adalah hak kepala negara menghentikan seluruh proses peradilan, baik itu penyelidikan, penyidikan, maupun persidangan, dan membebaskan individu atau kelompok tersebut dari segala tuntutan.",abolisi hak kepala negara henti proses adil baik lidi sidi sidang bebas individu kelompok sebut tuntut
"Thanks but like Pahlawan Kesiangan, dan ingat tidak ada makan siang gratis. Tapi kita bukan sedang bahas MBG yah if you know, you know",terima kasih like pahlawan siang ingat makan siang gratis bahas mbg if know know
@irwancihuy ehe,ehe
"Ada pahlawan, hormattttttt",pahlawan hormat
"Wkwk jadi nanti next kalo ada hal serupa, tinggal abolisi aja😂",tertawa jadi lanjut rupa tinggal abolisi
Harus bereaksi apa untuk pola yg sama?,reaksi pola
Presiden mode superman ❌️ Presiden mode homelander ✅️,presiden mode superman presiden mode homelander
Siap siap bakal ada politik balas budi,siap siap bakal politik balas budi
Polanya sama..hati hati,pola hati hati
"Lah emang iya, smua tau gk da yg nyalahin pak prabowo, tp yg itu tuh 😂",iya tahu salah pak prabowo
"bersih  dari geng Oslo""",bersih geng oslo
Masterclass 👏🏻,masterclas
"@nugrohoo_tri iya benar, balas budi politik itu kentelll bngt di Era Mulyono, ngelanjut sampai sekarang.",iya benar balas budi politik kental banget era mulyono ngelanjut
Kagak lucu....l,lucu l
😭😭,
@assedeqon hah serius pilihannya gini? Emg layak di hukum?,ha serius pilih layak hukum
Cerdas sih strategic bnget. Haha gila sih ini berasa lagi nonton film.,cerdas sih strategic banget tertawa gila sih asa tonton film
Menarik ini,tarik
Paham.,paham
Pola nya masih sama😂,pola
"Daripada dikatain pahlawan kesiangan, sekalian aja wok biar dipenjara, udah basah ini wok😂",ejek pahlawan siang wok biar penjara basah wok
Karena viral jadi merubah keadaan😂,viral jadi ubah adan
HERO? 😂,hero
"Lu ditabrak supir terus ada bos supir bantu obatin, bayar biaya RS dan kasih kompensasi lu.. ya yg keliatan mulia si bos dari supir tersebut",tabrak supir terus bos supir bantu obatin bayar biaya rumah sakit kasih kompensasi iya lihat mulia sil bos supir sebut
begini kah alurnya 😝,alur
Aku kayanya kurang paham😢,kurang paham
"Capek ngga sih pak Prabowo, jadi kepala negara tapi anggota badan gerakanya ngga sinkron.",cape sih pak prabowo jadi kepala negara angota badan gerakanya sinkron
Lembong setuju kalau hasto nanti dulu urgensinya apa,lembong tuju hasto urgensi
"Lagi lagi bertindak seakan akan pahlawan, nunggu masyarakat protes.",tindak pahlawan nungu masyarakat protes
"Negara lucu, semaunya masukin orang ke penjara dan dengan gampangnya mau ngeliarin orang dari penjara😂",negara lucu masuk orang penjara gampang ngeliarin orang penjara
😂😂😂😂 .. cocok hidup di Konoha 😂😂😂,cocok hidup konoha
Gitu terus siklusnya pakkkk,terus siklus pak
Mau bikin beliau terikat balas budi kah? 😂,bikin beliau ikat balas budi
@_introprett anyingg iya lagi skin apanih,anjing iya skin apanih
Itu semua karena petruk masih ingin jadi raja,truk jadi raja
@beautycarestore21 melek. Jangan merem matamu,melek merem mata
"Filosofi dalam aksara jawa ada istilah DIPANGKU,MATI"" . Ada yang tau makna nya?""",filosofi aksara jawa istilah pangku mati tahu makna
@beautycarestore21 waduh baru kenal politik ya😂,baru kenal politik iya
Ky lg nonton drakor 🙄,tonton drama korea
Wah wah wah.... 👏👏👏,
Saya ngeliatnya ini perseteruan internal antara prabowo dan jokowi,lihat seteru internal prabowo jokowi
S3 Marketing Film Superman,si pasar film superman
😂😂😂😂😂,
@aseprohim.id 👏,id
"@radityadinal bnyak yg protes dan kecewa karna kasus tom lembong, karna diduga ad tangan2 yg bermain. Tapi tiba2 dikasi plot twist. Rakyat serba salah, mau seneng tapi serasa ditipu tapi gak bisa nolak juga. HAHAHAA GGWP 🔥🔥",protes kecewa kasus tom lembong duga tangan main tiba kasih plot twist rakyat serba salah senang serasa tipu tolak haha gwp
"Udh ketebak di setting biar seakan .... ytta 😂😂""",tebak akting biar yta
